;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
no_spp;nama_kebuns;dibayar_kepada;tanggal_spp;no_spk;tgl_spk;tgl_brkhir_spk;no_ba;tgl_ba;tgl_faktur;uraian_spp;nilai_rupiah;tgl_masuk;status pembayaran;DIBAYAR;BELUM DIBAYAR;kategori;jenis dokumen;KATEGORI;NO PO;NO MIRO/SES
5TAN/SPP/192/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;20-Feb-25;5TAN/SPK-IPS/31/5KDS/VII/2024;12/02/2024;31/12/2024;5KDS/BASTP/227/XII/2024;31/12/2025;;Permintaan pembayaran Pekerjaan TBM IV Afdeling XIII Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/31/5KDS/VII/2024 tgl. 31 Desember 2024;25.439.308;25/02/2025;SUDAH DIBAYAR;25.439.308;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271660;5201359298
5TAN/SPP/191/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;20-Feb-25;5TAN/SPK-IPS/31/5KDS/VII/2024;12/01/2024;31/12/2024;5KDS/BASTP/224/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan TBM IV Afdeling XII Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/31/5KDS/VII/2024 tgl. 31 Desember 2024;13.098.939;25/02/2025;SUDAH DIBAYAR;13.098.939;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271673;5201359328
5TAN/SPP/190/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;20-Feb-25;5TAN/SPK-IPS/31/5KDS/VII/2024;12/01/2024;31/12/2024;5KDS/BASTP/214/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan TBM III Afdeling VIII Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/31/5KDS/VII/2024 tgl. 31 Desember 2024;87.108.876;25/02/2025;SUDAH DIBAYAR;87.108.876;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271685;5201359375
5TAN/SPP/189/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;20-Feb-25;5TAN/SPK-IPS/31/5KDS/VIII/2024;12/01/2024;31/12/2024;5KDS/BASTP/210/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan TBM IV Afdeling VII Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/31/5KDS/VIII/2024 tgl. 31 Desember 2024;24.746.161;25/02/2025;SUDAH DIBAYAR;24.746.161;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271690;5201359266
5TAN/SPP/188/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;20-Feb-25;5TAN/SPK-IPS/31/5KDS/VIII/2024;12/01/2024;31/12/2024;5KDS/BASTP/223/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan TBM III Afdeling XII Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/31/5KDS/VIII/2024 tgl. 31 Desember 2024;2.757.700;25/02/2025;SUDAH DIBAYAR;2.757.700;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271675;5201359130
5TAN/SPP/169/II/2025;NGABANG;CV Mitra Agro Unggul;10-Feb-25;5TAN/SPK/64/5KNG/XI/2024;11/08/2025;31/12/2024;Ngabang/BASTP/01/XII/2024;31/12/2024;;Permintaan pembayaran atas Pekerjaan Sewa Excavator Mini PC 100 Pembuatan Saluran Air Drainase di Afdeling IV Kebun Ngabang sesuai Surat Perjanjian No. 5TAN/SPK/64/5KNG/XI/2024 tgl. 08 November 2024;182.518.513;25/02/2025;SUDAH DIBAYAR;182.518.513;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100264216;
5TAN/SPP/168/II/2025;NGABANG;CV Mitra Agro Unggul;07-Feb-25;5TAN/SPK/67/5KNG/XI/2024;18/11/2024;31/12/2024;Ngabang/BASTP/02/XII/2024;31/12/2024;;Permintaan pembayaran atas Pekerjaan Sewa Excavator Mini PC 55 Perjanjian Pembuatan Pasar Pikul di Areal TBM III Afdeling IV Kebun Ngabang sesuai Surat Perjanjian No. 5TAN/SPK/67/5KNG/XI/2024 tgl. 18 November 2024;14.065.578;25/02/2025;SUDAH DIBAYAR;14.065.578;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100267977;
5TAN/SPP/154/II/2025;PANDAWA;Koperasi Jasa Palm Taka Berkah;19-Feb-25;5KPD/5TAN/SPK/04/XII/2024;12/02/2024;31/12/2024;5KPD/5TAN/BA/04/XII/2024;31/12/2024;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TBM di Afdeling IV Kebun Pandawa bulan Desember 2024 sesuai Surat Perjanjian No. 5KPD/5TAN/SPK/04/XII/2024 tgl. 2 Desember 2024;2.861.250;25/02/2025;SUDAH DIBAYAR;2.861.250;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100270370;
5TAN/SPP/155/II/2025;PANDAWA;Koperasi Jasa Palm Taka Berkah;19-Feb-25;5KPD/5TAN/SPK/05/XII/2024;12/02/2024;31/12/2024;5KPD/5TAN/BA/05/XII/2024;31/12/2024;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TBM di Afdeling V Kebun Pandawa bulan Nopember 2024 sesuai Surat Perjanjian No. 5KPD/5TAN/SPK/05/XII/2024 tgl. 2 Desember 2024;2.227.197;25/02/2025;SUDAH DIBAYAR;2.227.197;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100270371;
5TAN/SPP/156/II/2025;PANDAWA;Koperasi Jasa Palm Taka Berkah;19-Feb-25;5KPD/5TAN/SPK/06/XII/2024;12/02/2024;31/12/2024;5KPD/5TAN/BA/06/XII/2024;31/12/2024;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TBM di Afdeling VI Kebun Pandawa bulan Nopember 2024 sesuai Surat Perjanjian No. 5KPD/5TAN/SPK/06/XII/2024 tgl. 2 Desember 2024;6.463.700;25/02/2025;SUDAH DIBAYAR;6.463.700;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100270372;
5TAN/SPP/157/II/2025;PANDAWA;Koperasi Jasa Palm Taka Berkah;19-Feb-25;5KPD/5TAN/SPK/03/XI/2024;11/01/2024;30/11/2024;5KPD/5TAN/BA/03/XI/2024;30/11/2024;;Permintaan pembayaran atas Pekerjaan Angkut Pupuk Incl Bongkar Muat di Afdeling III Kebun Pandawa bulan Nopember 2024 sesuai Surat Perjanjian No. 5KPD/5TAN/SPK/03/XI/2024 tgl. 1 Nopember 2024;8.338.500;25/02/2025;SUDAH DIBAYAR;8.338.500;0;Exploitasi;Pengangkutan;Exploitasi;4100270364;
5TAN/SPP/158/II/2025;PANDAWA;Koperasi Jasa Palm Taka Berkah;19-Feb-25;5KPD/5TAN/SPK/02/XI/2024;11/01/2024;30/11/2024;5KPD/5TAN/BA/02/XI/2024;30/11/2024;;Permintaan pembayaran atas Pekerjaan Angkut Pupuk Incl Bongkar Muat di Afdeling III Kebun Pandawa bulan Nopember 2024 sesuai Surat Perjanjian No. 5KPD/5TAN/SPK/02/XI/2024 tgl. 1 Nopember 2024;1.308.000;25/02/2025;SUDAH DIBAYAR;1.308.000;0;Exploitasi;Pengangkutan;Exploitasi;4100270363;
5TAN/SPP/159/II/2025;PANDAWA;Koperasi Jasa Palm Taka Berkah;19-Feb-25;5KPD/5TAN/SPK/04/XI/2024;11/01/2024;30/11/2024;5KPD/5TAN/BA/04/XI/2024;30/11/2024;;Permintaan pembayaran atas Pekerjaan Angkut Pupuk Incl Bongkar Muat di Afdeling IV Kebun Pandawa bulan Nopember 2024 sesuai Surat Perjanjian No. 5KPD/5TAN/SPK/04/XI/2024 tgl. 1 Nopember 2024;12.080.851;25/02/2025;SUDAH DIBAYAR;12.080.851;0;Exploitasi;Pengangkutan;Exploitasi;4100270365;
5TAN/SPP/160/II/2025;PANDAWA;Koperasi Jasa Palm Taka Berkah;19-Feb-25;5KPD/5TAN/SPK/05/XI/2024;11/01/2024;30/11/2024;5KPD/5TAN/BA/05/XI/2024;30/11/2024;;Permintaan pembayaran atas Pekerjaan Angkut Pupuk Incl Bongkar Muat di Afdeling V Kebun Pandawa bulan Nopember 2024 sesuai Surat Perjanjian No. 5KPD/5TAN/SPK/05/XI/2024 tgl. 1 Nopember 2024;5.928.673;25/02/2025;SUDAH DIBAYAR;5.928.673;0;Exploitasi;Pengangkutan;Exploitasi;4100270366;
5TAN/SPP/161/II/2025;PANDAWA;Koperasi Jasa Palm Taka Berkah;19-Feb-25;5KPD/5TAN/SPK/06/XI/2024;11/01/2024;30/11/2024;5KPD/5TAN/BA/06/XI/2024;30/11/2024;;Permintaan pembayaran atas Pekerjaan Angkutan Bibit di Afdeling V Kebun Pandawa bulan Nopember 2024 sesuai Surat Perjanjian No. 5KPD/5TAN/SPK/06/XI/2024 tgl. 1 Nopember 2024;4.932.250;25/02/2025;SUDAH DIBAYAR;4.932.250;0;Exploitasi;Pengangkutan;Exploitasi;4100270367;
5TAN/SPP/153/II/2025;PANDAWA;Koperasi Jasa Palm Taka Berkah;19-Feb-25;5KPD/5TAN/SPK/03/XII/2024;12/02/2024;31/12/2024;5KPD/TAN/BA/03/XII/2024;31/12/2024;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TBM di Afdeling III Kebun Pandawa bulan Nopember 2024 sesuai Surat Perjanjian No. 5KPD/5TAN/SPK/03/XII/2024 tgl. 2 Desember 2024;3.220.950;25/02/2025;SUDAH DIBAYAR;3.220.950;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100270369;
5TAN/SPP/151/II/2025;PANDAWA;Koperasi Jasa Palm Taka Berkah;17-Feb-25;5KPD/5TAN/SPK/01/XI/2024;11/01/2024;30/11/2024;5KPD/TAN/BA/01/XI/2024;30/11/2024;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TM 670,16 Ha di Afdeling I Kebun Pandawa sesuai Surat Perjanjian No. 5KPD/5TAN/SPK/01/XI/2024 tgl. 1 Nopember 2024;10.153.350;25/02/2025;SUDAH DIBAYAR;10.153.350;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100270362;
5TAN/SPP/152/II/2025;PANDAWA;Koperasi Jasa Palm Taka Berkah;19-Feb-25;5KPD/5TAN/SPK/02/XII/2024;12/02/2024;31/12/2024;5KPD/TAN/BA/02/XI/2024;31/12/2024;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TBM di Afdeling I Kebun Pandawa bulan Nopember 2024 sesuai Surat Perjanjian No. 5KPD/5TAN/SPK/02/XII/2024 tgl. 12 Desember 2024;3.711.450;25/02/2025;SUDAH DIBAYAR;3.711.450;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100270368;
5TAN/SPP/172/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;11-Feb-25;5KDS/SPK/184-185/XI/2024;11/01/2024;30/01/2024;Dasal/BASTP/184/XI/2024;30/11/2024;;Permintaan pembayaran atas Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan TBM Afdeling VII dan XII Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/184-185/XI/2024 tgl. 30 Nopember 2024;12.243.621;25/02/2025;SUDAH DIBAYAR;12.243.621;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100267060;
5TAN/SPP/173/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;12-Feb-25;5KDS/SPK183/XI/2024;11/01/2024;30/01/2024;Dasal/BASTP/183/XI/2024;30/11/2024;;Permintaan pembayaran atas Pekerjaan Pemeliharaan Main Nursery Afdeling Bibitan bulan Nopember Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK183/XI/2024 tgl. 30 Nopember 2024;35.185.004;25/02/2025;SUDAH DIBAYAR;35.185.004;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4100267038;5201352172
5TAN/SPP/174/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;12-Feb-25;5TAN/SPK-IPS/49/5KDS/X-XI/2024;11/01/2024;30/01/2024;5KDS/BASTP/187/XI/2024;30/11/2024;;Permintaan pembayaran atas Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan TBM I Afdeling I, III, V, VII, IX, XI, dan XII Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/49/5KDS/X-XI/2024 tgl. 30 Nopember 2024;347.229.529;25/02/2025;SUDAH DIBAYAR;347.229.529;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100267040;5201393639
5TAN/SPP/175/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;12-Feb-25;5TAN/SPK-IPS/39/5KDS/X-XII/2024;11/01/2024;30/01/2024;5KDS/BASTP/190/XI/2024;30/11/2024;;Permintaan pembayaran atas Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan TBM II Afdeling VI s.d. XII bulan November 2024 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/39/5KDS/X-XII/2024 tgl. 30 Nopember 2024;207.004.801;25/02/2025;SUDAH DIBAYAR;207.004.801;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100267043;5201372737
5PTI/SPP/81/II/2025;PARINDU;Xendit/PaDI UMKM;25-Feb-25;;;;;;;Pembayaran atas Ban Quick Truck untuk Kebun Parindu sesuai No. PO PaDI UMKM PO 2025-02-11 268573696;24.309.000;25/02/2025;SUDAH DIBAYAR;24.309.000;0;Exploitasi;Pengangkutan;Exploitasi;;
5PTI/SPP/82/II/2025;PARINDU;Xendit/PaDI UMKM;25-Feb-25;;;;;;;Pembayaran atas Ban Quick Truck untuk Kebun Parindu sesuai No. PO PaDI UMKM PO 2025-02-11 512968704;24.309.000;25/02/2025;SUDAH DIBAYAR;24.309.000;0;Exploitasi;Pengangkutan;Exploitasi;;
5PTI/SPP/83/II/2025;PARINDU;Xendit/PaDI UMKM;25-Feb-25;;;;;;;Pembayaran atas Ban Quick Truck untuk Kebun Parindu sesuai No. PO PaDI UMKM PO 2025-02-11 183942656;24.309.000;25/02/2025;SUDAH DIBAYAR;24.309.000;0;Exploitasi;Pengangkutan;Exploitasi;;
5PTI/SPP/80/II/2025;KEMBAYAN;Xendit/PaDI UMKM;21-Feb-25;;;;;;;Pembayaran atas Ban Truck untuk Kebun Kembayan sesuai PP No. 5KBY/5TEP/22/I/2025;11.988.000;21/02/2025;SUDAH DIBAYAR;11.988.000;0;Exploitasi;Pengangkutan;Exploitasi;;
5TAN/SPP/194/II/2025;DANAU SALAK;Koperasi Karya Lestari;21-Feb-25;13.01/SP/308/IX/2023/IX/2023;09/11/2023;11/10/2023;5KDS/BAPUJ/106/VI/2024;29/07/2024;;Permintaan pembayaran Retensi 5% Pembibitan Mucuna Bracteata Kebun Danau Salak berdasarkan No. SPP 5TAN/SPP/55/II/2024 sesuai Surat Perjanjian No. 13.01/SP/308/IX/2023/IX/2023 tgl. 11 September 2023;5.026.205;25/02/2025;SUDAH DIBAYAR;5.026.205;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;;
5TAN/SPP/203/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;19-Feb-25;5KDS/SPK/228/XII/2024;12/02/2024;31/12/2024;Dasal/BASTP/228/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan Panen TM Afdeling XIII Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/228/XII/2024 tgl. 31 Desember 2024;16.731.500;26/02/2025;SUDAH DIBAYAR;16.731.500;0;Investasi On Farm;Pemeliharaan Tanaman Menghasilkan;Investasi On Farm;4100271659;
5TAN/SPP/232/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;26-Feb-25;;;;;;;Permintaan pembayaran Pemel TBM III atas Tanaman Kelapa Sawit Kebun Danau Salak;54.188.479;03/04/2025;BELUMSIAPDIBAYAR;0;54.188.479;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;;
5TAN/SPP/229/II/2025;SINTANG;CV Wins Gemilang Jaya;28-Feb-25;5KSN/SPK.Lok/1/XI-11/2024;07/01/2024;16/11/2024;5KSN/BASTP/1/XI-11/2024;16/11/2024;;Permintaan pembayaran atas Angkutan Bibit Kelapa Sawit Dari Kebun Ngabang ke Kebun Sintang sesuai Surat Perjanjian No. 5KSN/SPK.Lok/1/XI-11/2024 tgl. 01 Juli s.d. November 2024;31.805.273;03/03/2025;SUDAH DIBAYAR;31.805.273;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4100277338;
5TAN/SPP/228/II/2025;SINTANG;CV Wins Gemilang Jaya;28-Feb-25;5KSN/SPK.Lok/3/XII-12/2024;12/01/2024;20/12/2024;5KSN/BASTP/3/XII-12/2024;21/12/2024;;Permintaan pembayaan atas Pembatalan Jalur Sadap Kebun Sintang di bulan Desember 2024 sesuai Surat Perjanjian No. 5KSN/SPK.Lok/3/XII-12/2024 tgl. 01 s.d. 20 Desember 2024;22.800.542;03/03/2025;SUDAH DIBAYAR;22.800.542;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271788;5201345718
5TAN/SPP/226/II/2025;GUNUNG MELIAU;PT Aneka Sarana;28-Feb-25;5TAN/SPK/50/5KGM/X/2024;10/04/2025;18/12/2024;5KGM/BAST/TAN/08/XII/2024;18/12/2024;;Permintaan pembayaran atas Pekerjaan Dongkel Tukul dengan Mekanis Excavator PC 100 di Afdeling II-VI Kebun Gunung Meliau sesuai Surat Perjanjian No. 5TAN/SPK/50/5KGM/X/2024 tgl. 4 Oktober 2024;257.574.523;03/03/2025;SUDAH DIBAYAR;257.574.523;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4300062521;
5TAN/SPP/227/II/2025;GUNUNG MELIAU;PT Aneka Sarana;28-Feb-25;5KGS/SP/37/5KGM/IX/2024;09/06/2024;20/11/2024;5KGM/BAST/TAN/07/XII/2024;20/11/2024;;Permintaan pembayaran atas Pekerjaan Gusur Gawang Mekanis Kebun Gunung Meliau sesuai Surat Perjanjian No. 5KGS/SP/37/5KGM/IX/2024 tgl. 06 September 2024;288.911.040;03/03/2025;SUDAH DIBAYAR;288.911.040;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100263773;
5TAN/SPP/219/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;12-Feb-25;5TAN/SPK-IPS/31/5KDS/VIII/2024;11/01/2024;30/11/2024;5KDS/BAST/204/XI/2044;30/11/2024;;Permintaan pembayaran atas Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan TBM III & IV Afdeling VII, IX, XII, dan TBM IV Afdeling VII, XII, dan XIII Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/31/5KDS/VIII/2024 tgl. 30 November 2024;224.478.355;26/02/2025;SUDAH DIBAYAR;224.478.355;0;Exploitasi;Pemel TBM diluar Pupuk;Exploitasi;4100267059;5201385885
5TAN/SPP/202/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;19-Feb-25;5KDS/SPK/226.2/XII/2024;12/02/2024;31/12/2024;Dasal/BASTP/226.2/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan Panen TM Afdeling XII Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/226.2/XII/2024 tgl. 31 Desember 2024;11.680.440;26/02/2025;SUDAH DIBAYAR;11.680.440;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271663;5201349232
5TAN/SPP/204/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;19-Feb-25;5KDS/SPK/229/XII/2024;12/02/2024;31/12/2024;Dasal/BASTP/229/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan Pemeliharaan Main Nursery Afd. Bibitan bulan Desember 2024 Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/229/XII/2024 tgl. 31 Desember 2024;22.119.912;26/02/2025;SUDAH DIBAYAR;22.119.912;0;Investasi On Farm;Pembangunan bibitan;Investasi On Farm;4100271697;5201373642
5TAN/SPP/205/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;20-Feb-25;5TAN/SPK-IPS/49/KDS/X/2024;12/01/2024;31/12/2024;5KDS/BASTP/206/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan Panen TM I Afdeling III Air Putih Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/49/KDS/X/2024 tgl. 31 Desember 2024;89.186.494;26/02/2025;SUDAH DIBAYAR;89.186.494;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271695;5201386829
5TAN/SPP/206/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;20-Feb-25;5TAN/SPK-IPS/49/KDS/X/2024;12/01/2024;31/12/2024;5KDS/BASTP/207/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan Panen TM I Afdeling V Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/49/KDS/X/2024 tgl. 31 Desember 2024;25.243.863;26/02/2025;SUDAH DIBAYAR;25.243.863;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271694;5201385218
5TAN/SPP/207/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;20-Feb-25;5TAN/SPK-IPS/49/KDS/X/2024;12/01/2024;31/12/2024;5KDS/BASTP/208/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan Panen TM I Afdeling VII Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/49/KDS/X/2024 tgl. 31 Desember 2024;15.676.906;26/02/2025;SUDAH DIBAYAR;15.676.906;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271693;5201385867
5TAN/SPP/208/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;20-Feb-25;5TAN/SPK-IPS/49/KDS/X/2024;12/01/2024;31/12/2024;5KDS/BASTP/215/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan Panen TM I Afdeling IX Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/49/KDS/X/2024 tgl. 31 Desember 2024;40.537.101;26/02/2025;SUDAH DIBAYAR;40.537.101;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271670;5201385240
5TAN/SPP/209/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;20-Feb-25;5TAN/SPK-IPS/49/KDS/X/2024;12/01/2024;31/12/2024;5KDS/BASTP/217/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan Panen TM I Afdeling X Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/49/KDS/X/2024 tgl. 31 Desember 2024;36.947.692;26/02/2025;SUDAH DIBAYAR;36.947.692;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271668;5201385077
5TAN/SPP/210/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;20-Feb-25;5TAN/SPK-IPS/49/KDS/X/2024;12/01/2024;31/12/2024;5KDS/BASTP/219/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan Panen TM I Afdeling XI Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/49/KDS/X/2024 tgl. 31 Desember 2024;137.232.621;26/02/2025;SUDAH DIBAYAR;137.232.621;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271683;5201381511
5TAN/SPP/211/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;20-Feb-25;5TAN/SPK-IPS/49/KDS/X/2024;12/01/2024;31/12/2024;5KDS/BASTP/221/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan Panen TM I Afdeling XII Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/49/KDS/X/2024 tgl. 31 Desember 2024;18.988.151;26/02/2025;SUDAH DIBAYAR;18.988.151;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271680;5201381518
5TAN/SPP/201/II/2025;DANAU SALAK;CV Kharisma Karya Jaya;19-Feb-25;KDS/SPK/226.1/XII/2024;12/02/2025;31/12/2024;Dasal/BASTP/226.1/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan Pemeliharaan TM Afdeling XII Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/226.1/XII/2024 tgl. 31 Desember 2024;13.877.062;26/02/2025;SUDAH DIBAYAR;13.877.062;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100271666;
5TAN/SPP/234/II/2025;NGABANG;CV Kharisma Karya Jaya;28-Feb-25;5TAN/SPK-IPS/39/5KDS/IX/2024;09/09/2024;31/12/2024;5KDS/BASTP/222/XII/2024;31/12/2024;;Permintaan pembayaran Pekerjaan Panen TBM II Afdeling XII Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/39/5KDS/IX/2024 tgl. 9 September 2024;15.562.444;03/06/2025;SUDAH DIBAYAR;15.562.444;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100271677;5201364644
5TAN/SPP/241/III/2025;GUNUNG EMAS;PT Sinar Pusat Karya;06-Mar-25;SPPBJ/PALM/R5/2024/0249;16/06/2022;01/01/2022;GUmas BAST/06/VII/2022;07/01/2022;;Permintaan pembayaran atas Pengembalian Uang Jaminan Pemeliharaan Kebun Gunung Emas sesuai Surat Perjanjian No. 13.01/SP/Gumas/078/VI/2022 tgl. 16 Juni 2022;7.593.737;03/06/2025;SUDAH DIBAYAR;7.593.737;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;tidak ada;
5TAN/SPP/246/III/2025;GUNUNG MELIAU;CV Multi Indah Lestari;28-Feb-25;5TAN/SPK/46/5KGM/IX/2024;30/09/2024;29/12/2024;Gunme/BAST/TAN/09/XII/2024;;;Permintaan pembayaran atas Sewa 2 unit Excavator PC 100 untuk Pekerjaan Pembuatan Parit Drainase di Afdeling I s.d. VII Kebun Gunung Meliau sesuai Surat Perjanjian No. 5TAN/SPK/46/5KGM/IX/2024 tgl. 30 September 2024;424.472.074;03/11/2025;SUDAH DIBAYAR;424.472.074;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;Exploitasi;4100263774;5201354706
5PTI/SPP/84/II/2025;KEMBAYAN;Xendit/PaDI UMKM;28-Feb-25;;;;;;;Pembayaran atas Ban Quick Truck untuk Kebun Kembayan sesuai No. PO PaDI UMKM PO 2025-02-07-204282368;14.485.500;03/10/2025;SUDAH DIBAYAR;14.485.500;0;Exploitasi;Pengangkutan;Exploitasi;;
5PTI/SPP/85/II/2025;KEMBAYAN;Xendit/PaDI UMKM;28-Feb-25;;;;;;;Pembayaran atas Ban Truck untuk Kebun Kembayan sesuai No. PO PaDI UMKM PO 2025-02-07-533849088;11.988.000;03/10/2025;SUDAH DIBAYAR;11.988.000;0;Exploitasi;Pengangkutan;Exploitasi;;
5TAN/SPP/262/II/2025;KANDIR;CV Bintang Asia;14-Mar-25;5TAN/SPK/65/RO5/XI/2025;13/11/2024;13/12/2024;004/BAPBM/RO5/XI/2024;14/11/2024;;Permintaan pembayaran atas Pengadaan Mucuna Bracteata untuk PTPN IV Regional V Tahun 2024 sesuai Surat Perjanjian No. 5TAN/SPK/65/RO5/XI/2025 tgl. 13 November 2024;287.400.000;14/03/2025;SUDAH DIBAYAR;287.400.000;0;Investasi On Farm;Pemel TBM diluar Pupuk;Investasi On Farm;4100266872;5201358114
