1,1337_2025,19 Feb 2025,5TAN/SPP/201/II/2025,DANAU SALAK,CV Kharisma Karya Jaya,KDS/SPK/226.1/XII/2024,02/12/2025,31/12/2024,Dasal/BASTP/226.1/XII/2024,31/12/2024,,Permintaan pembayaran Pekerjaan Pemeliharaan TM Afdeling XII Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/226.1/XII/2024 tgl. 31 Desember 2024,13.877.062,KEUANGAN,26/02/2025,06/03/2025,,13.877.062,13.877.062,0,4100271666,,0,0,,,,,,,,,,,,,,,,,13.877.062,24/04/2025,13.877.062,0,OPEX,Pemeliharaan Tanaman Menghasilkan,,0,0,0,0,0,0,  13.877.062 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  13.877.062 ,  - ,  - ,  - ,  13.877.062 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  13.877.062 ,  13.877.062 ,  - 
1,1542_2025,28 Feb 2025,5TAN/SPP/234/II/2025,NGABANG,CV Kharisma Karya Jaya,5TAN/SPK-IPS/39/5KDS/IX/2024,09/09/2024,31/12/2024,5KDS/BASTP/222/XII/2024,31/12/2024,,Permintaan pembayaran Pekerjaan Panen TBM II Afdeling XII Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/39/5KDS/IX/2024 tgl. 9 September 2024,15.562.444,KEUANGAN,06/03/2025,25/03/2025,,15.562.444,15.562.444,0,4100271677,5201364644,0,0,,,,,,,,,,,,,,,,,15.562.444,24/04/2025,15.562.444,0,CAPEX,Pemel TBM diluar Pupuk,,0,0,0,0,0,0,  15.562.444 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  15.562.444 ,  - ,  - ,  - ,  15.562.444 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  15.562.444 ,  15.562.444 ,  - 
1,1558_2025,6 Mar 2025,5TAN/SPP/241/III/2025,GUNUNG EMAS,PT Sinar Pusat Karya,SPPBJ/PALM/R5/2024/0249,16/06/2022,01/01/2022,GUmas BAST/06/VII/2022,01/07/2022,,Permintaan pembayaran atas Pengembalian Uang Jaminan Pemeliharaan Kebun Gunung Emas sesuai Surat Perjanjian No. 13.01/SP/Gumas/078/VI/2022 tgl. 16 Juni 2022,7.593.737,KEUANGAN,06/03/2025,19/03/2025,,7.593.737,7.593.737,0,tidak ada,,0,0,,,,,,,,,,,,,,,,,7.593.737,22/04/2025,7.593.737,0,OPEX,Pemeliharaan Tanaman Menghasilkan,,0,0,0,0,0,0,  7.593.737 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  7.593.737 ,  - ,  - ,  - ,  7.593.737 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  7.593.737 ,  7.593.737 ,  - 
1,1639_2025,28 Feb 2025,5TAN/SPP/246/III/2025,GUNUNG MELIAU,CV Multi Indah Lestari,5TAN/SPK/46/5KGM/IX/2024,30/09/2024,29/12/2024,Gunme/BAST/TAN/09/XII/2024,,,Permintaan pembayaran atas Sewa 2 unit Excavator PC 100 untuk Pekerjaan Pembuatan Parit Drainase di Afdeling I s.d. VII Kebun Gunung Meliau sesuai Surat Perjanjian No. 5TAN/SPK/46/5KGM/IX/2024 tgl. 30 September 2024,424.472.074,KEUANGAN,11/03/2025,21/03/2025,,424.472.074,424.472.074,0,4100263774,5201354706,0,0,,,,,,,,,,,,,,,,,424.472.074,29/04/2025,424.472.074,0,OPEX,Pemeliharaan Tanaman Menghasilkan,,0,0,0,0,0,0,  424.472.074 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  424.472.074 ,  - ,  - ,  - ,  424.472.074 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  424.472.074 ,  424.472.074 ,  - 
1,1588_2025,28 Feb 2025,5PTI/SPP/84/II/2025,KEMBAYAN,Xendit/PaDI UMKM,,,,,,,Pembayaran atas Ban Quick Truck untuk Kebun Kembayan sesuai No. PO PaDI UMKM PO 2025-02-07-204282368,14.485.500,KEUANGAN,10/03/2025,18/03/2025,,14.485.500,14.485.500,0,,,0,0,,,,,,,,,,,,,,,,,14.485.500,20/03/2025,14.485.500,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  14.485.500 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  14.485.500 ,  - ,  - ,  14.485.500 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  14.485.500 ,  14.485.500 ,  - 
1,1589_2025,28 Feb 2025,5PTI/SPP/85/II/2025,KEMBAYAN,Xendit/PaDI UMKM,,,,,,,Pembayaran atas Ban Truck untuk Kebun Kembayan sesuai No. PO PaDI UMKM PO 2025-02-07-533849088,11.988.000,KEUANGAN,10/03/2025,18/03/2025,,11.988.000,11.988.000,0,,,0,0,,,,,,,,,,,,,,,,,11.988.000,20/03/2025,11.988.000,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  11.988.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  11.988.000 ,  - ,  - ,  11.988.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  11.988.000 ,  11.988.000 ,  - 
1,1744_2025,14 Mar 2025,5TAN/SPP/262/II/2025,KANDIR,CV Bintang Asia,5TAN/SPK/65/RO5/XI/2025,13/11/2024,13/12/2024,004/BAPBM/RO5/XI/2024,14/11/2024,,Permintaan pembayaran atas Pengadaan Mucuna Bracteata untuk PTPN IV Regional V Tahun 2024 sesuai Surat Perjanjian No. 5TAN/SPK/65/RO5/XI/2025 tgl. 13 November 2024,287.400.000,KEUANGAN,14/03/2025,18/03/2025,,287.400.000,287.400.000,0,4100266872,5201358114,0,0,,,,,,,,,,,,,,,,,287.400.000,24/04/2025,287.400.000,0,CAPEX,Pemel TBM diluar Pupuk,,0,0,0,0,0,0,  287.400.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  287.400.000 ,  - ,  - ,  - ,  287.400.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  287.400.000 ,  287.400.000 ,  - 
1,1888_2025,19 Mar 2025,5TAN/SPP/279/III/2025,TAJATI,PT Pondok Hijau Minning,5TAN/SP/14/5KTJ/VI/2024,19/06/2024,,5KTJ/TAN/BA/01/XII/2024 ,19/02/2025,,Permintaan pembayaran Retensi Pekerjaan Pemeliharaan Bibit Main Nursery Kebun Tajati 5TAN/SP/14/5KTJ/VI/2024,29.935.649,KEUANGAN,19/03/2025,20/03/2025,,29.935.649,29.935.649,0,4100249759,,0,0,,,,,,,,,,,,,,,,,29.935.649,24/04/2025,29.935.649,0,CAPEX,Pembangunan bibitan,,0,0,0,0,0,0,  29.935.649 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  29.935.649 ,  - ,  - ,  - ,  29.935.649 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  29.935.649 ,  29.935.649 ,  - 
1,1886_2025,19 Mar 2025,5PTI/SPP/90/III/2025,NGABANG,Xendit/PaDI UMKM,,,,,,,Pembayaran atas Ban Truck untuk Kebun Ngabang sesuai No. PO PaDi UMKM PO 2025-02-22-543101440,24.841.800,KEUANGAN,19/03/2025,20/03/2025,,24.841.800,24.841.800,0,4100276807,5201340252,0,0,,,,,,,,,,,,,,,,,24.841.800,15/04/2025,24.841.800,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  24.841.800 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.841.800 ,  - ,  - ,  - ,  24.841.800 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.841.800 ,  24.841.800 ,  - 
1,1887_2025,19 Mar 2025,5PTI/SPP/88/III/2025,NGABANG,Xendit/PaDI UMKM,,,,,,,Pembayaran atas Ban Quick Truck untuk Kebun Ngabang sesuai No. PO PaDi UMKM PO-2025-02-22-547531264,17.316.000,KEUANGAN,19/03/2025,21/03/2025,,17.316.000,17.316.000,0,4100276589,5201340290,0,0,,,,,,,,,,,,,,,,,17.316.000,15/04/2025,17.316.000,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  17.316.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  17.316.000 ,  - ,  - ,  - ,  17.316.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  17.316.000 ,  17.316.000 ,  - 
1,1877_2025,19 Mar 2025,5PTI/SPP/89/III/2025,NGABANG,Xendit/PaDI UMKM,,,,,,,Pembayaan atas Ban Truck untuk Kebun Ngabang sesuai No. PO PaDI UMKM PO-2025-02-22-921843200,21.078.900,KEUANGAN,19/03/2025,21/03/2025,,21.078.900,21.078.900,0,4100276806,5201340212,0,0,,,,,,,,,,,,,,,,,21.078.900,15/04/2025,21.078.900,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  21.078.900 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  21.078.900 ,  - ,  - ,  - ,  21.078.900 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  21.078.900 ,  21.078.900 ,  - 
1,2155_2025,27 Mar 2025,5PTI/SPP/99/III/2025,PARINDU,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Alat Berat untuk Kebun Parindu sesuai No. PO PaDi UMKM : PO-2025-02-18-628502528,24.642.000,KEUANGAN,27/03/2025,27/03/2025,,24.642.000,24.642.000,0,4100274875,5201337857,0,0,,,,,,,,,,,,,,,,,24.642.000,17/04/2025,24.642.000,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  24.642.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.642.000 ,  - ,  - ,  - ,  24.642.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.642.000 ,  24.642.000 ,  - 
1,2156_2025,27 Mar 2025,5PTI/SPP/100/III/2025,PARINDU,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Alat Berat untuk Kebun Parindu sesuai No. PO PaDi UMKM : PO-2025-02-18-738225664,24.642.000,KEUANGAN,27/03/2025,27/03/2025,,24.642.000,24.642.000,0,4100274876,5201337859,0,0,,,,,,,,,,,,,,,,,24.642.000,17/04/2025,24.642.000,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  24.642.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.642.000 ,  - ,  - ,  - ,  24.642.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.642.000 ,  24.642.000 ,  - 
1,2157_2025,27 Mar 2025,5PTI/SPP/101/III/2025,GUNUNG MELIAU,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Greader untuk Kebun Gunung Meliau sesuai No. PO PaDi UMKM : PO-2025-02-18-891015776,24.642.000,KEUANGAN,27/03/2025,27/03/2025,,24.642.000,24.642.000,0,4100274991,5201337952,0,0,,,,,,,,,,,,,,,,,24.642.000,17/04/2025,24.642.000,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  24.642.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.642.000 ,  - ,  - ,  - ,  24.642.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.642.000 ,  24.642.000 ,  - 
1,2158_2025,27 Mar 2025,5PTI/SPP/102/III/2025,GUNUNG MELIAU,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Truck untuk Kebun Gunung Meliau sesuai No. PO PaDi UMKM : PO-2025-02-18-725799936,22.111.200,KEUANGAN,27/03/2025,27/03/2025,,22.111.200,22.111.200,0,4100274990,5201337949,,0,,,,,,,,,,,,,,,,,22.111.200,17/04/2025,22.111.200,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  22.111.200 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  22.111.200 ,  - ,  - ,  - ,  22.111.200 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  22.111.200 ,  22.111.200 ,  - 
1,2159_2025,27 Mar 2025,5PTI/SPP/103/III/2025,GUNUNG MELIAU,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Quick Truck untuk Kebun Gunung Meliau sesuai No. PO PaDi UMKM : PO-2025-02-16-275429376,17.316.000,KEUANGAN,27/03/2025,27/03/2025,,17.316.000,17.316.000,0,4100274626,5201337957,0,0,,,,,,,,,,,,,,,,,17.316.000,17/04/2025,17.316.000,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  17.316.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  17.316.000 ,  - ,  - ,  - ,  17.316.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  17.316.000 ,  17.316.000 ,  - 
1,2160_2025,27 Mar 2025,5PTI/SPP/104/III/2025,GUNUNG MELIAU,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Truck untuk Kebun Gunung Meliau sesuai No. PO PaDi UMKM : PO-2025-02-16-028999168,22.111.200,KEUANGAN,27/03/2025,27/03/2025,,22.111.200,22.111.200,0,4100274625,5201337955,0,0,,,,,,,,,,,,,,,,,22.111.200,17/04/2025,22.111.200,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  22.111.200 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  22.111.200 ,  - ,  - ,  - ,  22.111.200 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  22.111.200 ,  22.111.200 ,  - 
1,2161_2025,27 Mar 2025,5PTI/SPP/105/III/2025,GUNUNG MELIAU,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Greader untuk Kebun Gunung Meliau sesuai No. PO PaDi UMKM : PO-2025-02-18-511612416,24.642.000,KEUANGAN,27/03/2025,27/03/2025,,24.642.000,24.642.000,0,4100274992,5201337953,0,0,,,,,,,,,,,,,,,,,24.642.000,17/04/2025,24.642.000,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  24.642.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.642.000 ,  - ,  - ,  - ,  24.642.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.642.000 ,  24.642.000 ,  - 
1,2162_2025,27 Mar 2025,5PTI/SPP/106/III/2025,RIMBA BELIAN,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Alat Berat untuk Kebun Rimba Belian sesuai No. PO PaDi UMKM : PO-2025-03-01-426849792,24.753.000,KEUANGAN,27/03/2025,27/03/2025,,24.753.000,24.753.000,0,4100277818,5201348960,,0,,,,,,,,,,,,,,,,,24.753.000,17/04/2025,24.753.000,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  24.753.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.753.000 ,  - ,  - ,  - ,  24.753.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.753.000 ,  24.753.000 ,  - 
1,2163_2025,27 Mar 2025,5PTI/SPP/107/III/2025,RIMBA BELIAN,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Greader untuk Kebun Rimba Belian sesuai No. PO PaDi UMKM : PO-2025-03-01-608357888,24.753.000,KEUANGAN,27/03/2025,27/03/2025,,24.753.000,24.753.000,0,4100277820,5201348957,0,0,,,,,,,,,,,,,,,,,24.753.000,17/04/2025,24.753.000,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  24.753.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.753.000 ,  - ,  - ,  - ,  24.753.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.753.000 ,  24.753.000 ,  - 
1,2164_2025,27 Mar 2025,5PTI/SPP/108/III/2025,RIMBA BELIAN,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Truck untuk Kebun Rimba Belian sesuai No. PO PaDi UMKM : PO-2025-03-01-575204864,22.444.200,KEUANGAN,27/03/2025,27/03/2025,,22.444.200,22.444.200,0,4100277822,5201348953,0,0,,,,,,,,,,,,,,,,,22.444.200,17/04/2025,22.444.200,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  22.444.200 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  22.444.200 ,  - ,  - ,  - ,  22.444.200 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  22.444.200 ,  22.444.200 ,  - 
1,2165_2025,27 Mar 2025,5PTI/SPP/109/III/2025,RIMBA BELIAN,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Truck untuk Kebun Rimba Belian sesuai No. PO PaDi UMKM : PO-2025-03-01-524444672,22.444.200,KEUANGAN,27/03/2025,27/03/2025,,22.444.200,22.444.200,0,4100277824,5201348946,0,0,,,,,,,,,,,,,,,,,22.444.200,17/04/2025,22.444.200,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  22.444.200 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  22.444.200 ,  - ,  - ,  - ,  22.444.200 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  22.444.200 ,  22.444.200 ,  - 
1,2105_2025,26 Mar 2025,5PTI/SPP/95/III/2025,GUNUNG EMAS,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Alat Berat untuk Kebun Gunung Emas sesuai No. PO PaDi UMKM : PO-2025-02-19-9828101112,24.642.000,KEUANGAN,26/03/2025,08/04/2025,,24.642.000,24.642.000,0,4100275185,5201338651,,0,,,,,,,,,,,,,,,,,24.642.000,17/04/2025,24.642.000,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  24.642.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.642.000 ,  - ,  - ,  - ,  24.642.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.642.000 ,  24.642.000 ,  - 
1,2106_2025,26 Mar 2025,5PTI/SPP/96/III/2025,GUNUNG EMAS,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Truck untuk Kebun Gunung Emas sesuai No. PO PaDi UMKM : PO-2025-02-19-294214144,24.642.000,KEUANGAN,26/03/2025,08/04/2025,,24.642.000,24.642.000,0,4100275183,5201338669,,0,,,,,,,,,,,,,,,,,24.642.000,17/04/2025,24.642.000,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  24.642.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.642.000 ,  - ,  - ,  - ,  24.642.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  24.642.000 ,  24.642.000 ,  - 
1,2107_2025,26 Mar 2025,5PTI/SPP/97/III/2025,GUNUNG EMAS,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Truck Untuk Kebun Gunung Emas sesuai No. PO PaDi UMKM : PO-2025-02-19-37665280,22.111.200,KEUANGAN,26/03/2025,10/04/2025,,22.111.200,22.111.200,0,4100275182,5201338676,0,0,,,,,,,,,,,,,,,,,22.111.200,17/04/2025,22.111.200,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  22.111.200 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  22.111.200 ,  - ,  - ,  - ,  22.111.200 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  22.111.200 ,  22.111.200 ,  - 
1,2108_2025,26 Mar 2025,5PTI/SPP/98/III/2025,GUNUNG EMAS,Xendit/PaDi UMKM,,,,,,,Pembayaran atas Ban Truck Untuk Kebun Gunung Emas sesuai No. PO PaDi UMKM : PO-2025-02-19-985081344,22.111.200,KEUANGAN,26/03/2025,10/04/2025,,22.111.200,22.111.200,0,4100275179,5201338685,0,0,,,,,,,,,,,,,,,,,22.111.200,17/04/2025,22.111.200,0,OPEX,Pengangkutan,,0,0,0,0,0,0,  22.111.200 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  22.111.200 ,  - ,  - ,  - ,  22.111.200 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  22.111.200 ,  22.111.200 ,  - 
1,,,5TAN/SPP/323/IV/2025,BATULICIN,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,OPEX,Pemeliharaan Tanaman Menghasilkan,,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
1,666_2025,30 Jan 2025,5TAN/SPP/91/I/2025,PARINDU,CV Multi Indah Lestari,5TAN/SP/23/5KPR/VII/2024,17/07/2024,31/08/2024,5KPR/BAST/03/VIII/2024,27/08/2024,,Pemintaan pembayaran atas Sewa Excavator PC 200 untuk Pekerjaan Land Clearing membersihkan Jalur Tanaman & Pembuatan Guludan dan membuat Parit di Afdeling II Kebun Parindu sesuai Surat Perjanjian No. 5TAN/SP/23/5KPR/VII/2024 tgl. 17 Juli s.d. 31 Agustus 2024,289.403.250,KEUANGAN,31/01/2025,21/03/2025,,289.403.250,289.403.250,0,4100252432,5201208110,,0,,,,,,,,,,,,,,,,,289.403.250,25/04/2025,289.403.250,0,OPEX,Pemeliharaan Tanaman Menghasilkan,,0,0,0,0,0,0,  289.403.250 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  289.403.250 ,  - ,  - ,  - ,  289.403.250 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  289.403.250 ,  289.403.250 ,  - 
1,1541_2025,28 Feb 2025,5TAN/SPP/233/II/2025,NGABANG,PT Citra Borneo Khatulistiwa,5TAN/SP/63/5KNG/XI/2024,08/11/2024,31/12/2024,Ngabang/BASTP/01/XII/2024,12/12/2024,,Permintaan pembayaran atas Pekerjaan Sewa Excavator PC 100 untuk Pekerjaan Pembuatan Saluran Air Drainase di Areal TBM Afdeling V Kebun Ngabang sesuai Surat Perjanjian No. 5TAN/SP/63/5KNG/XI/2024 tgl. 8 Nopember 2024,180.879.763,KEUANGAN,06/03/2025,18/03/2025,,180.879.763,180.879.763,0,4100264215,5201357739,0,0,,,,,,,,,,,,,,,,,180.879.763,29/04/2025,180.879.763,0,CAPEX,Pemel TBM diluar Pupuk,,0,0,0,0,0,0,  180.879.763 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  180.879.763 ,  - ,  - ,  - ,  180.879.763 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  180.879.763 ,  180.879.763 ,  - 
1,1333_2025,26 Feb 2025,5TEP/SPP/111/II/2025,NGABANG,PT Citra Borneo Khatulistiwa,5TEP-AB/SP/012/IX/2024,26/09/2024,25/11/2024,5KNG/BAST/02/XII/2024,21/12/2024,,"Pembayaran rampung atas Sewa 400 HM Excavator Setara PC 100, 350 HM Road Grader dan 250 HM Vibro Roller untuk Perbaikan Jalan Penghubung Produksi dan Koleksi serta Pembuatan Parit Drainase di Afdeling I, II, dan III Kebun Ngabang Kalbar Kontrak No. 5TEP-AB/SP/012/IX/2024",652.964.000,KEUANGAN,26/02/2025,28/02/2025,,652.964.000,652.964.000,0,4100271589,,0,0,,,,,,,,,,,,,,,,,652.964.000,29/04/2025,652.964.000,0,OPEX,Pemeliharaan Tanaman Menghasilkan,,0,0,0,0,0,0,  652.964.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  652.964.000 ,  - ,  - ,  - ,  652.964.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  652.964.000 ,  652.964.000 ,  - 
1,2083_2025,25 Mar 2025,5TEP/SPP/172/III/2025,PELAIHARI,CV Global Indo Konstruksi,5TEP-AB/SP/008/VII/2024,29/07/2024,26/11/2024,5KPL/Retensi/35/XII/2024,31/12/2024,,Pembayaran retensi atas Pembuatan Unit Gorong-Gorong Buis Beton Bertulang dengan Wermesh M-6 Diameter 1 Kebun Pelaihari Kalimantan Selatan Kontrak No. 5TEP-AB/SP/008/VII/2024 tgl. 29 Juli 2024,,KEUANGAN,25/03/2025,Batal,,,0,0,Tidak ada Lampirannya,,0,0,,,,,,,,,,,,,,,,,,,0,0,OPEX,Pemeliharaan Tanaman Menghasilkan,,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
1,2483_2025,16 Apr 2025,5TAN/SPP/330/IV/2025,KANDIR,CV Borneo Oenggul Sejahtera,5TAN/SPK/25/5UKGB/II/2025,26/02/2025,27/05/2025,5E01/BAPBM/037/III/2025,17/03/2025,,Permintaan pembayaran pengadaan Bahan Kimia untuk TBM Kebun Wilayah Kalimatan Barat sesuai Surat Perjanjian No. 5TAN/SPK/25/5UKGB/II/2025 tgl. 26 Februari 2025,1.423.580.823,KEUANGAN,17/04/2025,24/04/2025,,1.423.580.823,1.423.580.823,0,4300066233,5201356053,,0,,,,,,,,,,,,,,,,,1.423.580.823,28/04/2025,1.423.580.823,0,CAPEX,Pemel TBM diluar Pupuk,,0,0,0,0,0,0,  1.423.580.823 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  1.423.580.823 ,  - ,  - ,  - ,  1.423.580.823 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  1.423.580.823 ,  1.423.580.823 ,  - 
