,,,,,,,,,,,,,,,,,,,,6.246.499.443,,,,,,,,,0,,0,,0,,0,,0,,0,,0,0,,6.246.499.443,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8148_2025,30 Okt 2025,5SKH/SPP/1528/X/2025,OPEX,PT Celebes Borneo Putra Perkasa,,,,,,,Biaya Penggunaan Jasa Satuan Pengamanan PKS Pamukan periode bulan Agustus 2025,36.910.265,KEUANGAN,03/11/2025,11/11/2025,,36.910.265,36.910.265,0,,5201535139,,0,,,,,,,,,,,,,,,,,36.910.265,13/11/2025,36.910.265,0,0,Biaya Keamanan,,0,0,0,0,0,0,36.910.265,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,36910265,0,  36.910.265 ,  36.910.265 ,0
1,8118_2025,31 Okt 2025,5SKH/SPP/1546/X/2025,OPEX,PT Jaya Wira Manggala,5SKH/BAN/02/II/2025,20/02/2025,31/12/2025,Ada Lampiran BA namun Tidak ada No,30/09/2025,,Biaya Jasa Pengamanan Terpadu Kebun/Unit Wilayah Kalimantan Timur dan Kebun Pelaihari periode September 2025,1.413.868.062,KEUANGAN,03/11/2025,03/11/2025,,1.413.868.062,1.413.868.062,0,4100297107,5201537757,0,0,,,,,,,,,,,,,,,,,1.413.868.062,12/11/2025,1.413.868.062,0,0,Biaya Keamanan,,0,0,0,0,0,0,1.413.868.062,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,1413868062,0,  1.413.868.062 ,  1.413.868.062 ,0
1,8348_2025,29 Okt 2025,5SDM/SPP/1467/X/2025,OPEX,PT LPP Agro Nusantara,,,,,,,Pembayaran biaya Pelaksanaan Seleksi Calon Karyawan Talent Scouting Tahun 2024,35.187.000,KEUANGAN,10/11/2025,18/11/2025,,35.187.000,35.187.000,0,4100297580,5201544541,,0,,,,,,,,,,,,,,,,,35.187.000,19/11/2025,35.187.000,0,0,Biaya Pendidikan dan Pengembangan SDM,,0,0,0,0,0,0,35.187.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,35187000,0,  35.187.000 ,  35.187.000 ,0
1,8345_2025,7 Nov 2025,5SDM/SPP/1514/X/2025,OPEX,PT Fresh Galang Mandiri,,,,,,,Biaya Sertifikasi Pelaksanaan Pembinaan & Sertifikasi Petugas Peran Kebakaran Kelas D,60.495.000,KEUANGAN,10/11/2025,17/11/2025,,60.495.000,0,60.495.000,,,60.495.000,0,,,,,,,,,,,,,,,,,,,0,60.495.000,0,Biaya Pendidikan dan Pengembangan SDM,,25,< 3 Bln,45993,> 1 Thn,45993,> 1 Thn,60.495.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,8467_2025,11 Nov 2025,5SDM/SPP/1521/XI/2025,OPEX,PT TUV Rheinland Indonesia,5SDM/SP/05/VII/2024,09/07/2025,05/01/2025,tidak ada BA nya,tidak ada BA nya,,Pembayaran Jasa Lembaga Sertifikasi atas Pekerjaan Verifikasi Major Audit Surveillance RSPO di PKS dan Kebun Gunung Meliau sesuai Invoice No. 246647424/2025-09-24,40.875.000,KEUANGAN,13/11/2025,18/11/2025,,40.875.000,40.875.000,0,4100297862,5201547653,,0,,,,,,,,,,,,,,,,,40.875.000,19/11/2025,40.875.000,0,0,Biaya Pengendalian Lingkungan (ISO 14000),,0,0,0,0,0,0,40.875.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,40875000,0,  40.875.000 ,  40.875.000 ,0
1,8468_2025,11 Nov 2025,5SDM/SPP/1520/XI/2025,OPEX,PT TUV Rheinland Indonesia,5SDM/SP/06/VII/2024,08/04/2024,05/10/2025,tidak ada BA nya,tidak ada BA nya,,Pembayaran Jasa Lembaga Sertifikasi atas Pekerjaan Verifikasi Major Audit Surveillance RSPO di PKS dan Kebun Parindu sesuai Invoice No. 246647420/2025-09-24,31.700.000,KEUANGAN,13/11/2025,18/11/2025,,31.700.000,31.700.000,0,4100297863,5201547657,,0,,,,,,,,,,,,,,,,,31.700.000,19/11/2025,31.700.000,0,0,Biaya Pengendalian Lingkungan (ISO 14000),,0,0,0,0,0,0,31.700.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,31700000,0,  31.700.000 ,  31.700.000 ,0
1,8469_2025,11 Nov 2025,5SDM/SPP/1519/XI/2025,OPEX,PT TUV Rheinland Indonesia,5SDM/SP/07/VII/2024,04/12/2024,29/11/2025,tidak ada BA nya,tidak ada BA nya,,Pembayaran Jasa Lembaga Sertifikasi atas Pekerjaan Verifikasi Major Audit Surveillance RSPO di PKS dan Kebun Gunung Meliau sesuai Invoice No. 246647421/2025-09-24,49.050.000,KEUANGAN,13/11/2025,18/11/2025,,49.050.000,49.050.000,0,4100297861,5201547651,,0,,,,,,,,,,,,,,,,,49.050.000,19/11/2025,49.050.000,0,0,Biaya Pengendalian Lingkungan (ISO 14000),,0,0,0,0,0,0,49.050.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,49050000,0,  49.050.000 ,  49.050.000 ,0
1,8470_2025,11 Nov 2025,5SDM/SPP/1518/XI/2025,OPEX,PT TUV Rheinland Indonesia,5SDM/SP/01/III/2025,03/03/2025,30/08/2025,tidak ada BA nya,tidak ada BA nya,,Pembayaran Jasa Lembaga Sertifikasi atas Pekerjaan Verifikasi Major Audit Surveillance RSPO di PKS dan Kebun Rimba Belian sesuai Invoice No. 246647423/2025-09-24,38.586.000,KEUANGAN,13/11/2025,18/11/2025,,38.586.000,38.586.000,0,4100297860,5201547648,,0,,,,,,,,,,,,,,,,,38.586.000,19/11/2025,38.586.000,0,0,Biaya Pengendalian Lingkungan (ISO 14000),,0,0,0,0,0,0,38.586.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,38586000,0,  38.586.000 ,  38.586.000 ,0
1,8390_2025,11 Nov 2025,5SKH/SPP/1602/XI/2025,OPEX,PT Hidayah Bersama,5SKH/SPJ/13/VII/2024,04/07/2024,31/12/2024,941/HB-Ptk/BAST/10/2025,31/10/2025,,Biaya Penggunaan Jasa Satuan Pengamanan periode bulan Oktober 2025,125.332.489,KEUANGAN,11/11/2025,,,0,125.332.489,0,4100297627,,,0,,,,,,,,,,,,,,,,,125.332.489,12/11/2025,125.332.489,0,0,Biaya Keamanan,,0,0,0,0,0,0,125.332.489,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,125332489,0,  125.332.489 ,  125.332.489 ,0
1,8391_2025,11 Nov 2025,5SKH/SPP/1603/XI/2025,OPEX,PT Celebes Borneo Putra Perkasa,5PPM/SPK/11/XII/2025,20/12/2023,31/12/2023,0099/BAST/PTPNIV/BE-CBBP/IX/2025,30/09/2025,,Biaya Penggunaan Jasa Satuan Pengamanan PKS Pamukan periode bulan September 2025,36.910.265,KEUANGAN,11/11/2025,,,0,36.910.265,0,4100297612,,,0,,,,,,,,,,,,,,,,,36.910.265,13/11/2025,36.910.265,0,0,,,0,0,0,0,0,0,36.910.265,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,36910265,0,  36.910.265 ,  36.910.265 ,0
1,8392_2025,11 Nov 2025,5SKH/SPP/1604/XI/2025,OPEX,PT Celebes Borneo Putra Perkasa,5KPM/ADD/340/XII/2023,20/12/2023,31/12/2024,0100/BAST/PTPNIV/BE-CBPP/IX/25,30/09/2025,,Biaya Penggunaan Jasa Satuan Pengamanan Kebun Pamukan periode bulan September 2025,62.599.957,KEUANGAN,11/11/2025,,,0,62.599.957,0,4100297609,,,0,,,,,,,,,,,,,,,,,62.599.957,13/11/2025,62.599.957,0,0,,,0,0,0,0,0,0,62.599.957,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,62599957,0,  62.599.957 ,  62.599.957 ,0
1,8497_2025,13 Nov 2025,5SKH/SPP/1613/XI/2025,OPEX,"Sakrana, S.H. Bank Mandiri No. 0310004171487",5SKH/SPJ/30/XI/2025,28/10/2025,,ada BA namaun No nya Tidak ada,10/11/2025,,Pembayaran Termin I Penanganan Gugatan Tata Usaha Negara No. 37/G/2025/PTUN/SMD di Pengadilan Tata Usaha Negara Samarinda (SPK No..5SKH/SPJ//30/X/2025 tgl. 28 Oktober 2025,413.000.000,KEUANGAN,13/11/2025,14/11/2025,,413.000.000,413.000.000,0,4100297961,5201548371,0,0,,,,,,,,,,,,,,,,,413.000.000,19/11/2025,413.000.000,0,0,Biaya Konsultan,,0,0,0,0,0,0,413.000.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,413000000,0,  413.000.000 ,  413.000.000 ,0
1,8545_2025,17 Nov 2025,5TEP/SPP/880/XI/2025,OPEX,CV Cakrawala Bumi Khatulistiwa,5TEP/SP/Sawit/42/VII/2025,07/07/2025,05/09/2025,5TEP/BAST/SP-42/2025,27/08/2025,,Pembayaran rampung atas Konsultan Penyusunan Detail Engineering Design (DED) Perbaikan Total Dermaga Instalasi Tangki Timbun Tanah Merah (IT3M) Kontrak No. 5TEP/SP/Sawit/42/VII/2025 tgl. 17 November 2025,463.265.875,KEUANGAN,17/11/2025,18/11/2025,,463.265.875,463.265.875,0,4300072721,5201551801,0,0,,,,,,,,,,,,,,,,,463.265.875,27/11/2025,463.265.875,0,0,Biaya Konsultan,,0,0,0,0,0,0,463.265.875,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,463265875,0,  463.265.875 ,  463.265.875 ,0
1,8693_2025,20 Nov 2025,5SDM/SPP/1547/XI/2025,OPEX,PT LPP Agro Nusantara,,,,,,,"Pembayaran biaya Pelaksanaan & Akomodasi Pelaksanaan Plantation Leadership Development Program (PLDP) II Angkatan XXXV, sesuai Invoice PT LPP Agro Nusantara No. 2953/INV-LPPAN/PSR/XI/2025/125 tgl. 03 November 2025",161.112.000,KEUANGAN,20/11/2025,,Blm ada po miro,0,0,161.112.000,,,,161.112.000,,,,,,,,,,,,,,,,,,,0,161.112.000,0,Biaya Pendidikan dan Pengembangan SDM,,12,< 3 Bln,45993,> 1 Thn,45993,> 1 Thn,161.112.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,8694_2025,20 Nov 2025,5SDM/SPP/1548/XI/2025,OPEX,PT LPP Agro Nusantara,,,,,,,Pembayaran biaya Pelaksanaan & Akomodasi Pelaksanaan Plantation Leadership Development Program (PLDP) III Angkatan XX sesuai Invoice PT LPP Agro Nusantara No. 2965/INV-LPPAN/PSR/XI/2025/146 tgl. 03 November 2025,47.824.000,KEUANGAN,20/11/2025,,Blm ada po miro,0,0,47.824.000,,,,47.824.000,,,,,,,,,,,,,,,,,,,0,47.824.000,0,Biaya Pendidikan dan Pengembangan SDM,,12,< 3 Bln,45993,> 1 Thn,45993,> 1 Thn,47.824.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,8871_2025,25 Nov 2025,5SKH/SPP/1693/XI/2025,OPEX,PT Aitara Wira Karta,13.00/SP/21/VII/2023,24/07/2023,31/07/2025,21/BA-STHPB/X/2025,31/10/2025,,Biaya Jasa Pengamanan Khusus Kebun/Unit Wilayah Kalimantan Barat periode Oktober 2025,1.027.466.540,KEUANGAN,25/11/2025,26/11/2025,,1.027.466.540,0,1.027.466.540,4100298915,5201558259,1.027.466.540,0,,,,,,,,,,,,,,,,,,,0,1.027.466.540,0,Biaya Keamanan,,7,< 3 Bln,862,> 1 Thn,45993,> 1 Thn,1.027.466.540,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,8781_2025,21 Nov 2025,5SKH/SPP/1654/XI/2025,OPEX,CV Asiyah Griya Persada,5SKH/23/SPJ/IX/2025,04/08/2025,02/11/2025,ada BA nya namun tidak ada NO nya,02/09/2025,,Pembayaran Tahap I Biaya Pekerjaan Pengurusan Dokumen Sertifikat Laik Fungsi (SLF) Pabrik Kelapa Sawit (PKS) Pelaihari PTPN IV Regional V sesuai Perjanjian Pengadaan Jasa Konsultan No. 5SKH/23/SPJ/IX/2025 antara PTPN IV dan CV Asiyah Griya Persada dan sesuai disposisi SEVP BS (Terlampir),43.008.600,KEUANGAN,24/11/2025,,U dilampirkan SBU.dan dikenkan PPH,0,0,43.008.600,4100297849,,,43.008.600,,,,,,,,,,,,,,,,,,,0,43.008.600,0,Biaya Konsultan,,11,< 3 Bln,120,> 3 Bln,45993,> 1 Thn,43.008.600,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,8782_2025,21 Nov 2025,5SKH/SPP/1655/XI/2025,OPEX,CV Asiyah Griya Persada,5SKH/23/SPJ/IX/2025,,,ada BA nya namun tidak ada NO nya,03/10/2025,,Pembayaran Tahap II Biaya Pekerjaan Pengurusan Dokumen Sertifikat Laik Fungsi (SLF) Pabrik Kelapa Sawit (PKS) Pelaihari PTPN IV Regional V sesuai Perjanjian Pengadaan Jasa Konsultan No. 5SKH/23/SPJ/IX/2025 antara PTPN IV dan CV Asiyah Griya Persada dan sesuai disposisi SEVP BS (Terlampir),57.344.800,KEUANGAN,24/11/2025,,U dilampirkan SBU.dan dikenkan PPH,0,0,57.344.800,4100297849,,,57.344.800,,,,,,,,,,,,,,,,,,,0,57.344.800,0,Biaya Konsultan,,11,< 3 Bln,45993,> 1 Thn,45993,> 1 Thn,57.344.800,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,8890_2025,19 Nov 2025,5SDM/SPP/1545/XI/2025,OPEX,PT LPP Agro Nusantara,,,,,,,Pembayaran biaya Pelaksanaan Onboarding: Planters Learning & Assignment (PLANT) Tahun 2024-2025,345.450.000,KEUANGAN,26/11/2025,,,0,0,345.450.000,,,,345.450.000,,,,,,,,,,,,,,,,,,,0,345.450.000,0,Biaya Pendidikan dan Pengembangan SDM,,13,< 3 Bln,45993,> 1 Thn,45993,> 1 Thn,345.450.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,8886_2025,26 Nov 2025,5SKH/SPP/1700/XI/2025,OPEX,"Esti Kristianti, S.H. Bank Mandiri Rekg. 146-00-1407693-1",,,,,,,"Pembayaran Tahap II Biaya Pekerjaan Jasa Penanganan Perkara Gugatan Perbuatan Melawan Hukum Tingkat Pertama Dan Tingkat Kedua Pada PTPN IV Regional V Kebun Longkali Afdeling Tanjung Santan sesuai Surat Perjanjian Kerjasama Nomor: 5SKH/SPJ/10/VI/2025 & 15/EK-ALC/VI/2025 tanggal 17 Juni 2025, dan sesuai Surat Law Office Esti Kristianti, S.H. & Partners Advocates-Legal Consultants Nomor: 51/EK-ALC/PT/XI/2025 tanggal 17 November 2025 perihal Pemberitahuan Tagihan (disposisi SEVP Business Support terlampir)",685.500.000,KEUANGAN,26/11/2025,,,0,0,685.500.000,,,,685.500.000,,,,,,,,,,,,,,,,,,,0,685.500.000,0,Biaya Konsultan,,6,< 3 Bln,45993,> 1 Thn,45993,> 1 Thn,685.500.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,8924_2025,19 Nov 2025,5SDM/SPP/1544/XI/2025,OPEX,PT LPP Agro Nusantara,,,,,,,Pembayaran Onboarding: Planters & Assignment (PLANT) Program CKP Tahun 2025-2026,185.220.000,KEUANGAN,26/11/2025,28/11/2025,,185.220.000,0,185.220.000,4100298963,5201559440,,185.220.000,,,,,,,,,,,,,,,,,,,0,185.220.000,0,Biaya Pendidikan dan Pengembangan SDM,,13,< 3 Bln,45993,> 1 Thn,45993,> 1 Thn,185.220.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,8859_2025,25 Nov 2025,5SKH/SPP/1685/XI/2025,CAPEX,SIMPONI Kode Pembayaran: 820251124011804,,,,,,,Pembayaran Penerimaan Negara Bukan Pajak (PNBP) dengan uraian pekerjaan Pelayanan Pemetaan Tematik Kawasan-Skala 1:10.000 atas alas hak Hak Guna Usaha (HGU) Kebun Tabara sesuai Surat Perintah Setor (SPS) Nomor Berkas Permohonan: 10678/2025 yang dikeluarkan oleh Direktorat Jenderal Survei dan Pemetaan Pertanahan dan Ruang Kementerian ATR/BPN Jakarta tanggal 25 Nopember 2025 dan sesuai disposisi SEVP Business Support,286.682.000,KEUANGAN,25/11/2025,,,0,0,286.682.000,,,286.682.000,0,,,,,,,,,,,,,,,,,,,0,286.682.000,0,Pekerjaan Investasi Off Farm Lainnya,,7,< 3 Bln,45993,> 1 Thn,45993,> 1 Thn,286.682.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,8918_2025,26 Nov 2025,5SKH/SPP/1701/XI/2025,OPEX,Laurentius Teddy Prasetiono Bank Mandiri Rekg. 1460012014796,5SKH/SPJ/35/XI/2025 - 03/SK/NOT/XI/2025,13/11/2025,12/11/2026,05/SK/NOT/XI/2025,25/11/2025,,"Pembayaran Biaya Tahap 1 sesuai Perjanjian Pengadaan Jasa Konsultansi Nomor: 5SKH/SPJ/35/XI/2025 - 03/SK/NOT/XI/2025 antara PT Perkebunan Nusantara IV dan Notaris/PPAT L. Teddy Prasetiono, S.H., M.Kn tentang Pekerjaan Pengurusan Pemetaan Tematik Kawasan Dalam Rangka Perpanjangan Hak Guna Usaha PTPN IV Regional V Kebun Tabara Nomor 48, 49, 50, dan 51, dan sesuai Surat L. Teddy Prasetiono, S.H., M.Kn Nomor: 06/SK/NOT/XI/2025 tanggal 25 Nopember 2025 (disposisi SEVP Business Support terlampir)",689.043.750,KEUANGAN,26/11/2025,27/11/2025,,689.043.750,0,689.043.750,4100299189,5201560157,689.043.750,0,,,,,,,,,,,,,,,,,,,0,689.043.750,0,Biaya Konsultan,,6,< 3 Bln,19,< 3 Bln,45993,> 1 Thn,689.043.750,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,8957_2025,27 Nov 2025,5SKH/SPP/1711/XI/2025,OPEX,PT Celebes Borneo Putra Perkasa,Pamuk/SP/CBPP/20/IX/2023,26/09/2023,31/12/2023,0102/BAST/PTPNIV/BE-CBPP/X/2025,31/10/2025,,Biaya Penggunaan Jasa Satuan Pengamanan Kebun Pamukan periode bulan Oktober 2025,62.599.958,KEUANGAN,27/11/2025,,,0,0,62.599.958,4100299206,5017915149,62.599.958,0,,,,,,,,,,,,,,,,,,,0,62.599.958,0,Biaya Keamanan,,5,< 3 Bln,798,> 1 Thn,45993,> 1 Thn,62.599.958,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,9029_2025,28 Nov 2025,5SDM/SPP/1610/XI/2025,OPEX,PT LPP Agro Nusantara,,,,,,,"Pembayaran Biaya Pelaksanaan Pelatihan Self Learning, tanggal 10 April s.d. 10 Mei 2025 sesuai Invoice PT LPP Agro Nusantara No. 01/INV-SELFLEARNING-B2/IV/2025 tgl. 30 April 2025",780.080,KEUANGAN,01/12/2025,,,0,0,780.080,,,780.080,0,,,,,,,,,,,,,,,,,,,0,780.080,0,Biaya Pendidikan dan Pengembangan SDM,,4,< 3 Bln,45993,> 1 Thn,45993,> 1 Thn,780.080,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,9030_2025,28 Nov 2025,5SDM/SPP/1611/XI/2025,OPEX,PT LPP Agro Nusantara,,,,,,,"Pembayaran Biaya Pelaksanaan Pelatihan TOT Pengelolaan Infrastruktur Jalan, tanggal 8 Oktober s.d. 9 Oktober 2025 sesuai Invoice PT LPP Agro Nusantara No. 2993/INV-LPPAN/PSR/X/2025/46 tgl. 9 Oktober 2025",10.652.600,KEUANGAN,01/12/2025,,,0,0,10.652.600,,,10.652.600,0,,,,,,,,,,,,,,,,,,,0,10.652.600,0,Biaya Pendidikan dan Pengembangan SDM,,4,< 3 Bln,45993,> 1 Thn,45993,> 1 Thn,10.652.600,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,8958_2025,27 Nov 2025,5TAN/SPP/1710/XI/2025,OPEX,PT Celebes Borneo Putra Perkasa,Kontraknya tidak ada di Lampirkan,Kontraknya tidak ada di Lampirkan,Kontraknya tidak ada di Lampirkan,0101/BAST/PTPNIV/BE-CBPP/X/2025,31/10/2025,,Biaya Penggunaan Jasa Satuan Pengamanan PKS Pamukan periode bulan Oktober 2025,36.910.265,KEUANGAN,27/11/2025,,,0,0,36.910.265,4100299207,5017916407,36.910.265,0,,,,,,,,,,,,,,,,,,,0,36.910.265,0,Biaya Keamanan,,5,< 3 Bln,#VALUE!,#VALUE!,45993,> 1 Thn,36.910.265,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
1,8952_2025,27 Nov 2025,5PTI/5AKN/SPP/397/XI/2025,OPEX,PT Sigma Cipta Caraka (TelkomSigma),DTIS/SPJ/10/2024,18/11/2024,,3890/MES00-BA/PMO/X/2025,30/09/2025,,Penyediaan Managed Services System Enterprise Resources Planning (ERP) SAP pada PTPN Group. Pembayaran Layanan untuk PTPN IV Regional V periode September 2025,112.805.400,KEUANGAN,27/11/2025,02/12/2025,,112.805.400,0,112.805.400,4100297746,,112.805.400,0,,,,,,,,,,,,,,,,,,,0,112.805.400,0,"Utilities (Air, Listrik, ATK, Brg Umum, Sewa Kantor)",,5,< 3 Bln,379,> 1 Thn,45993,> 1 Thn,112.805.400,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,CAPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
