,,,,,,,,,,,,,,,,,,,,6.246.499.443,,,,,,,,,0,,0,,0,,0,,0,,0,,0,0,,6.246.499.443,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1896_2025,19 Mar 2025,5SDM/SPP/356/III/2025,OPEX,PT LPP Agro Nusantara,,,,,,,Pembayaran biaya Pelaksanaan Pelatihan Upskilling Leadership Competency for BRM-1 Batch III tgl. 25 s.d. 26 Februari 2025 sesuai Invoice PT LPP Agro Nusantara No. 03/INV-UPSKILLING/II/2025 tgl. 26 Februari 2025,91.581.000,KEUANGAN,19/03/2025,20/03/2025,,91.581.000,91.581.000,0,,5201426366,0,0,,,,,,,,,,,,,,,,,91.581.000,25/06/2025,91.581.000,0,0,Biaya Pendidikan dan Pengembangan SDM,,0,0,0,0,0,0,91.581.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,91581000,0,0,0,0,0,0,  91.581.000 ,  91.581.000 ,0
1,1897_2025,19 Mar 2025,5SDM/SPP/357/III/2025,OPEX,PT LPP Agro Nusantara,,,,,,,Pembayaran biaya Pelaksanaan Pelatihan Upskilling Leadeship Competency for BRM-1 Batch I tanggal 17 s.d. 18 Februari 2025 sesuai Invoice PT LPP Agro Nusantara No. 01/INV-UPSKILLING/II.2025 tgl. 25 Februari 2025,87.220.000,KEUANGAN,19/03/2025,20/03/2025,,87.220.000,87.220.000,0,,5201425090,0,0,,,,,,,,,,,,,,,,,87.220.000,25/06/2025,87.220.000,0,0,Biaya Pendidikan dan Pengembangan SDM,,0,0,0,0,0,0,87.220.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,87220000,0,0,0,0,0,0,  87.220.000 ,  87.220.000 ,0
1,1898_2025,19 Mar 2025,5SDM/SPP/358/III/2025,OPEX,PT LPP Agro Nusantara,,,,,,,Pembayaran biaya Pelaksanaan Pelatihan Optimice Owner Estimate for Fertilizer Procurement tgl. 18 s.d. 20 Februari 2025 sesuai Invoice PT LPP Agro Nusantara No. 09/INV-OWNERESMTIMATE/II/2025 tgl. 20 Februari 2025,5.390.000,KEUANGAN,19/03/2025,20/03/2025,,5.390.000,5.390.000,0,,5201425095,0,0,,,,,,,,,,,,,,,,,5.390.000,25/06/2025,5.390.000,0,0,Biaya Pendidikan dan Pengembangan SDM,,0,0,0,0,0,0,5.390.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,5390000,0,0,0,0,0,0,  5.390.000 ,  5.390.000 ,0
1,2025_2025,17 Feb 2025,5AKN/SPP/27/II/2025,OPEX,PT Asuransi Jasa Tania Tbk,,,,,,,Pembayaran atas Tagihan Premi Asuransi Jenis PAR periode 26 Desember 2024 s.d. 31 Maret 2025 sesuai Surat No. 670/JT-PTK/XII/2024 tgl. 18 Des 2024,433.879.801,KEUANGAN,24/03/2025,25/03/2025,,433.879.801,433.879.801,0,4100279926,,0,0,,,,,,,,,,,,,,,,,433.879.801,27/03/2025,433.879.801,0,0,Biaya Premi Asuransi,,0,0,0,0,0,0,433.879.801,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,433879801,0,0,0,0,0,0,0,0,0,  433.879.801 ,  433.879.801 ,0
1,2010_2025,20 Mar 2025,5PTI/SPP/92/III/2025,OPEX,PT Palm Mas Asri,Tidak ada no KOntraknya,,,,,,Sesuai Surat PT Palm Mas Asri No. 037/LOG/PMA/II/2025 tgl. 25 Februari 2025 dan dengan Ini kami sampaikan Tagihan Pembayaran Overdue Tahun 2021 (eks. PTPN XIII),40.753.727,KEUANGAN,24/03/2025,25/03/2025,,40.753.727,40.753.727,0,,,0,0,,,,,,,,,,,,,,,,,40.753.727,06/05/2025,40.753.727,0,0,Biaya Pemasaran Lainnya,,0,0,0,0,0,0,40.753.727,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,40753727,0,0,0,0,0,0,0,  40.753.727 ,  40.753.727 ,0
1,2011_2025,21 Mar 2025,5PTI/SPP/93/III/2025,OPEX,PT Sawita Antaris Makmur,0010OP/HOLD/PK-L/N-XIII/III/2023,11/04/2023,,Papam/X/BA/IS/013/IV/2023,04/04/2023,,Sesuai Surat PT Sawita Antaris Makmur (SAM) No. 084/SAM/VIII/2024 tgl. 9 Agustus 2024 dengan ini disampaikan perhitungan Tagihan atas Pinalty Klaim Mutu Inti Sawit sesuai invoice tetap perhitungan rampung PT KPBN Invoice No. 0010OP/HOLD/PK-L/N-XIII/III/2023 tgl. 11 April 2023,362.766.828,KEUANGAN,24/03/2025,25/03/2025,,362.766.828,362.766.828,0,Tidak ada lampiran PO,,0,0,,,,,,,,,,,,,,,,,362.766.828,06/05/2025,362.766.828,0,0,Biaya Pemasaran Lainnya,,0,0,0,0,0,0,362.766.828,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,362766828,0,0,0,0,0,0,0,  362.766.828 ,  362.766.828 ,0
1,2012_2025,10 Mar 2025,5PTI/SPP/91/III/2025,OPEX,PT Bina Karya Prima,0113P/HO-PALMCO/CPO-L/N-IV/I/2025,26/02/2025,,5PGM/BA-CPO/X/02/II/2025,11/02/2025,,"Sesuai Berita Acara & Realisasi Pengapalan No. 5PTI/eX-66/II/2025 tgl. 17 Pebruari 2025 dengan ini kami sampaikan tagihan atas Klaim Mutu Penerimaan penjualan CPO oleh PT Bina Karya Prima, atas invoice tetap perhitungan rampung sebagai berikut: Invoice Tetap No. 0113P/HO-PALMCO/CPO-L/N-IV/I/2025 tgl. 26 Pebruari 2025",283.278.466,KEUANGAN,24/03/2025,25/03/2025,,283.278.466,283.278.466,0,Tidak ada lampiran PO,,0,0,,,,,,,,,,,,,,,,,283.278.466,06/05/2025,283.278.466,0,0,Biaya Pemasaran Lainnya,,0,0,0,0,0,0,283.278.466,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,283278466,0,0,0,0,0,0,0,  283.278.466 ,  283.278.466 ,0
1,2195_2025,27 Mar 2025,5SKH/SPP/364/UMUM/III/2025,OPEX,PT Aitara Wira Karta,13.00/SP/21/VII/2023,01/08/2023,31/07/2025,19/BA-STHPB/II/2025,28/02/2025,,Biaya Jasa Pengamanan Khusus Kebun/Unit Wilayah Kalimantan Barat periode Pebruari 2025,922.940.372,KEUANGAN,27/03/2025,15/04/2025,,922.940.372,922.940.372,0,4100279986,5201364243,0,0,,,,,,,,,,,,,,,,,922.940.372,24/04/2025,922.940.372,0,0,Biaya Keamanan,,0,0,0,0,0,0,922.940.372,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,922940372,0,0,0,0,0,0,0,0,  922.940.372 ,  922.940.372 ,0
1,2062_2025,25 Mar 2025,5SKH/SPP/344/III/2025,OPEX,PT Sucofindo,5SKH/X/277/XI/2024,22/11/2024,,Ada BA Namun TIdak ada No BA Tersebut,20/12/2024,,Pembayaran Pekerjaan Pemeriksaan dan Pengujian terhadap Sarana Prasarana Instalasi dan Peralatan (SPIP) Objek K3 Disnaker di PKS Ngabang sesuai SPK No. 5SKH/X/277/XI/2024 tgl. 22 November 2024,70.850.000,KEUANGAN,25/03/2025,08/04/2025,,70.850.000,70.850.000,0,4100270267,5201364816,0,0,,,,,,,,,,,,,,,,,70.850.000,04/06/2025,70.850.000,0,0,Biaya Konsultan,,0,0,0,0,0,0,70.850.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,70850000,0,0,0,0,0,0,  70.850.000 ,  70.850.000 ,0
1,2519_2025,17 Apr 2025,5SKH/SPP/437/IV/2025,CAPEX,CV Raditya Malik,5SKH/SPJ/05/III/2025,17/03/2025,16/11/2025,,,,Pembayaran Termin I Pengurusan Dokumen Lingkungan Kebun Raren Batuah sesuai SPK No. 5SKH/SPJ/05/III/2025 tgl. 17 Maret 2025,422.484.000,KEUANGAN,17/04/2025,29/04/2025,,422.484.000,422.484.000,0,4300067080,5201375689,,0,,,,,,,,,,,,,,,,,422.484.000,30/04/2025,422.484.000,0,0,Pekerjaan Investasi Off Farm Lainnya,,0,0,0,0,0,0,422.484.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,422484000,0,0,0,0,0,0,0,0,  422.484.000 ,  422.484.000 ,0
1,2506_2025,16 Apr 2025,5SDM/SPP/447/IV/2025,OPEX,PT LPP Agro Nusantara,,,,,,,Pembayaran biaya Pelaksanaan Pelatihan Self Learning tgl. 11 Februari s.d. 11 Maret 2025 sesuai Invoice PT LPP Agro Nusantara No. 01/INV-SELFLEARNING/III/2025 tgl. 11 Maret 2025,585.060,KEUANGAN,17/04/2025,28/04/2025,,585.060,585.060,0,,5201426385,0,0,,,,,,,,,,,,,,,,,585.060,25/06/2025,585.060,0,0,Biaya Pendidikan dan Pengembangan SDM,,0,0,0,0,0,0,585.060,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,585060,0,0,0,0,0,0,  585.060 ,  585.060 ,0
1,2507_2025,16 Apr 2025,5SDM/SPP/446/IV/2025,OPEX,PT LPP Agro Nusantara,,,,,,,Pembayaran biaya Pelaksanaan & Akomodasi Pelaksanaan Plantation Leadership Development Program (PLDP) 3 Angkatan XIV sesuai Invoice PT LPP Agro Nusantara No. 06/INV-PLDP3-Tekpol-24/III/2025 tgl. 24 Maret 2025,47.824.000,KEUANGAN,17/04/2025,28/04/2025,,47.824.000,47.824.000,0,,5201417197,0,0,,,,,,,,,,,,,,,,,47.824.000,25/06/2025,47.824.000,0,0,Biaya Pendidikan dan Pengembangan SDM,,0,0,0,0,0,0,47.824.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,47824000,0,0,0,0,0,0,  47.824.000 ,  47.824.000 ,0
1,2508_2025,16 Apr 2025,5SDM/SPP/445/IV/2025,OPEX,PT LPP Agro Nusantara,,,,,,,Pembayaran biaya Pelaksanaan Pelatihan UPSKilling Leadership Competency For BRM-1 Bacth IV tgl. 27 s.d. 28 Februari 2025 sesuai Invoice PT LPP Agro Nusantara No. 01/INV-UPSKKILLING-B4/III/2025 tgl. 03 Maret 2025,78.498.000,KEUANGAN,17/04/2025,28/04/2025,,78.498.000,78.498.000,0,,5201417654,0,0,,,,,,,,,,,,,,,,,78.498.000,25/06/2025,78.498.000,0,0,Biaya Pendidikan dan Pengembangan SDM,,0,0,0,0,0,0,78.498.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,78498000,0,0,0,0,0,0,  78.498.000 ,  78.498.000 ,0
1,2509_2025,16 Apr 2025,5SDM/SPP/444/IV/2025,OPEX,PT LPP Agro Nusantara,,,,,,,Pembayaran biaya Pelaksanaan & Akomodasi Pelaksanaan Plantation Leadership Development Program (PLDP) III Angkatan XXIX sesuai Invoice PT LPP Agro Nusantara No. 06/INV-PLDP3-TAN-29/III/2025 tgl. 24 Maret 2025,23.912.000,KEUANGAN,17/04/2025,28/04/2025,,23.912.000,23.912.000,0,,5201425094,0,0,,,,,,,,,,,,,,,,,23.912.000,25/06/2025,23.912.000,0,0,Biaya Pendidikan dan Pengembangan SDM,,0,0,0,0,0,0,23.912.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,23912000,0,0,0,0,0,0,  23.912.000 ,  23.912.000 ,0
1,2510_2025,16 Apr 2025,5SDM/SPP/443/IV/2025,OPEX,PT LPP Agro Nusantara,,,,,,,Pembayaran biaya Pelaksanaan & Akomodasi Plantation Leadership Development (PLDP) I Angkatan XVII sesuai Invoice PT LPP Agro Nusantara No. 07/INV-PLDP-17/III/2025 tgl. 27 Maret 2025,34.741.000,KEUANGAN,17/04/2025,28/04/2025,,34.741.000,34.741.000,0,,5201417655,0,0,,,,,,,,,,,,,,,,,34.741.000,25/06/2025,34.741.000,0,0,Biaya Pendidikan dan Pengembangan SDM,,0,0,0,0,0,0,34.741.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,34741000,0,0,0,0,0,0,  34.741.000 ,  34.741.000 ,0
1,2502_2025,16 Apr 2025,5PTI/5AKN/SPP/162/IV/2025,OPEX,PT Indonesia ComnetS PLUS (PT ICON+),,,,,,,"BIaya Sewa Penggunaan Internet untuk periode Januari dan Februari 2025 di 10 (sepuluh) Unit Kerja di Unit Group Kalimantan Barat PKS G. Meliau, Kebun Parindu, Kebun Ngabang, Kebun Rimba Belian, PKS Rimba Belian, Kebun Gunung Emas, Kebun Gunung Meliau, dan PKS Parindu",135.406.238,KEUANGAN,17/04/2025,29/04/2025,,135.406.238,135.406.238,0,,5201386959,0,0,,,,,,,,,,,,,,,,,135.406.238,20/05/2025,135.406.238,0,0,"Utilities (Air, Listrik, ATK, Brg Umum, Sewa Kantor)",,0,0,0,0,0,0,135.406.238,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,135406238,0,0,0,0,0,0,0,  135.406.238 ,  135.406.238 ,0
1,2333_2025,14/02/2025,5SDM/SPP/187/Ii/2025,OPEX,Koperasi Karyawan Sejahtera PTPN XIII ,5SDM/SP/01/VI/2024,20/06/2024,19/07/2024,BAPBM/Kandir/VII/2024,10/07/2024,,Pembayaran Jerigen Air Bersih ukuran 25 Liter Kebun Rimba Belian dan Gunung Meliau,58.804.627,KEUANGAN,11/04/2025,14/04/2025,,58.804.627,58.804.627,0,4300065417,5201372834,0,0,,,,,,,,,,,,,,,,,58.804.627,06/05/2025,58.804.627,0,0,Biaya Pengendalian Lingkungan (ISO 14000),,0,0,0,0,0,0,58.804.627,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,58804627,0,0,0,0,0,0,0,  58.804.627 ,  58.804.627 ,0
1,2702_2025,24 Apr 2025,5SKH/SPP/459/IV/2025,OPEX,PT Celebes Borneo Putra Perkasa,5KPM/SPJ-ADD/17/XII/2025,19/12/2024,31/03/2025,0082/BAST/PTPN/IV/BE-CBPP/I/2025,31/01/2025,,Biaya Penggunaan Jasa Satuan Pengamanan Kebun Pamukan periode bulan Januari 2025,62.599.958,KEUANGAN,25/04/2025,lewat,,62.599.958,62.599.958,0,4100278048,5201349322,,0,,,,,,,,,,,,,,,,,62.599.958,16/07/2025,62.599.958,0,0,Biaya Keamanan,,0,0,0,0,0,0,62.599.958,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,62599958,0,0,0,0,0,  62.599.958 ,  62.599.958 ,0
1,2551_2025,21 Apr 2025,5AKN/SPP/50/IV/2025,OPEX,PNPB KPKNL Balikpapan VA 88473602024052023,,,,,,,"Pembayaran biaya Pengobatan Karyawan PMS Samuntai Tahun 2011, Tahun 2014, dan Tahun 2015 sesuai Surat Penagihan: S-1089/KNL.1001/2024 perihal Penagihan Piutang Negara a.n. PTPN XIII PMS Samuntai dari Kementerian Keuangan Republik Indonesia Direktorat Jenderal Kekayaan Negara Kantor Wilayah Kalimantan Timur dan Utara Kantor Pelayanan Negara dan Lelang Balikpapan",502.822.927,KEUANGAN,21/04/2025,24/04/2025,,502.822.927,502.822.927,0,,,,0,,,,,,,,,,,,,,,,,502.822.927,28/05/2025,502.822.927,0,0,Lainnya,,0,0,0,0,0,0,502.822.927,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,502822927,0,0,0,0,0,0,0,  502.822.927 ,  502.822.927 ,0
1,2552_2025,21 Apr 2025,5AKN/SPP/51/IV/2025,OPEX,PNPB KPKNL Balikpapan VA 88473602024052024,415.4/5322/RSKD/2014,,,,,,"Pembayaran biaya Pengobatan Karyawan Kebun Tajati Plasma Tahun 2011, Tahun 2014, dan Tahun 2015 sesuai Surat Penagihan: S1092/KNL.1301/2024 perihat Penagihan Piutang Negara a.n. PTPN XIII Kebun Plasma Tajati dari Kementerian Keuangan Republik Indonesia  Direktorat Jenderal Kekayaan Negara Kantor Wilayah Kalimantan Timur dan Utara Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan",169.802.733,KEUANGAN,21/04/2025,24/04/2025,,169.802.733,169.802.733,0,,,,0,,,,,,,,,,,,,,,,,169.802.733,28/05/2025,169.802.733,0,0,Lainnya,,0,0,0,0,0,0,169.802.733,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,169802733,0,0,0,0,0,0,0,  169.802.733 ,  169.802.733 ,0
1,2734_2025,28 Apr 2025,5SKH/SPP/465/IV/2025,OPEX,PT Celebes Borneo Putra Perkasa,5PPM/SPK/II/XII/2023,20/12/2023,31/03/2024,0085/BASTP/PTPNIV/BE-CBPP/II/2025,28/02/2025,,Biaya Penggunaan Jasa Satuan Pengamanan PKS Pamukan bulan Pebruari 2025,36.910.265,KEUANGAN,28/04/2025,29/04/2025,,36.910.265,36.910.265,0,4100282238,5201383592,,0,,,,,,,,,,,,,,,,,36.910.265,30/04/2025,36.910.265,0,0,Biaya Keamanan,,0,0,0,0,0,0,36.910.265,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,36910265,0,0,0,0,0,0,0,0,  36.910.265 ,  36.910.265 ,0
1,2731_2025,28 Apr 2025,5SKH/SPP/466/IV/2025,OPEX,PT Jaya Wira Manggala,13.00/SP/18/VII/2023,10/07/2023,31/07/2025,Tidak ada No BA,28/02/2025,,Biaya Jasa Pengamanan Terpadu Kebun/Unit Wilayah Kalimantan Timur dan Kebun Pelaihari periode Pebruari 2025,1.413.868.169,KEUANGAN,28/04/2025,29/04/2025,,1.413.868.169,1.413.868.169,0,4100282304,5201384015,,0,,,,,,,,,,,,,,,,,1.413.868.169,30/04/2025,1.413.868.169,0,0,Biaya Keamanan,,0,0,0,0,0,0,1.413.868.169,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,1413868169,0,0,0,0,0,0,0,0,  1.413.868.169 ,  1.413.868.169 ,0
1,2729_2025,28 Apr 2025,5SKH/SPP/464/IV/2025,OPEX,PT Celebes Borneo Putra Perkasa,Pamuk/SP/CBPP/17/IX/2023,25/09/2023,31/12/2023,0084/BASTP/PTPNIV/BE-CBPP/II/2025,28/02/2025,,Biaya Penggunaan Jasa Satuan Pengamanan Kebun Pamukan bulan Pebruari 2025,62.599.958,KEUANGAN,28/04/2025,29/04/2025,,62.599.958,62.599.958,0,4100282235,5201383548,,0,,,,,,,,,,,,,,,,,62.599.958,30/04/2025,62.599.958,0,0,Biaya Keamanan,,0,0,0,0,0,0,62.599.958,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,62599958,0,0,0,0,0,0,0,0,  62.599.958 ,  62.599.958 ,0
1,2720_2025,28 Apr 2025,5SKH/SPP/463/IV/2025,OPEX,"Esti Kristianti, S.H.",13.00/SP/44/XI/2022,25/11/2022,,01/BA/EK-ALC/IV/2025,14/04/2025,,Pembayaran Tahap II Pekerjaan Jasa Lawyer/Konsultan Hukum Dalam Rangka Gugatan Sengketa Lahan Pada Afdeling Tanjung Santan Kebun Longkali Kalimantan Timur sesuai Perjanjian No. 13.00/SP/44/XI/2022 tgl. 25 November 2022 dan Addendum No. 5SKH/SPJ/ADD-18/IX/2024 / 01/EKALC/IX/2024 tgl. 27 September 2024,648.400.000,KEUANGAN,28/04/2025,30/04/2025,,648.400.000,648.400.000,0,4100282244,5201383626,,0,,,,,,,,,,,,,,,,,648.400.000,30/04/2025,648.400.000,0,0,Biaya Konsultan,,0,0,0,0,0,0,648.400.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,648400000,0,0,0,0,0,0,0,0,  648.400.000 ,  648.400.000 ,0
1,2761_2025,29 Apr 2025,5SKH/SPP/473/IV/2025,OPEX,PT Hidayah Bersama,,,,,,,Biaya Penggunaan Jasa Satuan Pengamanan periode Maret 2025,118.069.150,KEUANGAN,29/04/2025,05/05/2025,,118.069.150,118.069.150,0,,5201385039,,0,,,,,,,,,,,,,,,,,118.069.150,08/05/2025,118.069.150,0,0,Biaya Keamanan,,0,0,0,0,0,0,118.069.150,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,118069150,0,0,0,0,0,0,0,  118.069.150 ,  118.069.150 ,0
1,2869_2025,5 Mei 2025,5SDM/SPP/516/V/2025,OPEX,PT LPP Agro Nusantara,,,,,,,Pembayaran biaya Pelaksanaan & Akomodasi Plantation Leadeship Development Program (PLDP 2) Angkatan XXXI tgl. 05 Februari s.d. 22 Februari 2025 sesuai Invoice PT LPP  Agro Nusantara No. 09/INV-PLDP2-31/III/2025 (R) tgl. 27 Maret 2025,27.020.000,KEUANGAN,05/05/2025,lewat,,27.020.000,27.020.000,0,,5201448171,0,0,,,,,,,,,,,,,,,,,27.020.000,23/07/2025,27.020.000,0,0,Biaya Pendidikan dan Pengembangan SDM,,0,0,0,0,0,0,27.020.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,27020000,0,0,0,0,0,  27.020.000 ,  27.020.000 ,0
1,2841_2025,30 Apr 2025,5SKH/SPP/487/IV/2025,OPEX,PT Aitara Wira Karta,13.00/SP/21/VII/2023,,,20/BA-STHPB/III/2025,31/03/2025,,Biaya Jasa Pengamanan Khusus Kebun/Unit Wilayah Kalimantan Barat periode Maret 2025,938.774.775,KEUANGAN,02/05/2025,09/05/2025,,938.774.775,938.774.775,0,4100282718,5201389564,0,0,,,,,,,,,,,,,,,,,938.774.775,26/05/2025,938.774.775,0,0,Biaya Keamanan,,0,0,0,0,0,0,938.774.775,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,938774775,0,0,0,0,0,0,0,  938.774.775 ,  938.774.775 ,0
1,3001_2025,6 Mei 2025,5PTI/SPP/167/V/2025,OPEX,PT Pacrim Nusantara Lestari Foods,1773/HO-PALCO/CPO-L/N-IV/XI/2024,15/11/2024,,5PRM/X/BA/MS/003/II/2025,18/02/2025,,Sesuai Berita Acara & Realisasi Pengapalan No. 5PTI/eX-77/II/2025 tgl. 25 Pebruari 2025 dan No. 5PTI/eX-149/III/2025 tgl. 26 Maret 2025 dengan ini kami sampaikan tagihan atas Klaim Mutu Penerimaan Penjualan CPO Oleh PT Pacrim Nusantara Lestari Foods,729.432.312,KEUANGAN,09/05/2025,26/05/2025,,729.432.312,729.432.312,0,,,0,0,,,,,,,,,,,,,,,,,729.432.312,13/06/2025,729.432.312,0,0,Biaya Pemasaran Lainnya,,0,0,0,0,0,0,729.432.312,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,729432312,0,0,0,0,0,0,  729.432.312 ,  729.432.312 ,0
1,3071_2025,7 Mei 2025,5PTI/5AKN/SPP/170/V/2025,OPEX,PT Sigma Cipta Caraka (Telkom Sigma),,,,,,,Penyediaan Managed Services System Enterprise Resources Planning (ERP) SAP pada PTPN Group. Layanan untuk PTPN IV Regional V periode Maret 2024 s.d. Nopember 2024,1.424.455.813,KEUANGAN,15/05/2025,dinas,,1.424.455.813,1.424.455.813,0,,5201397713,0,0,,,,,,,,,,,,,,,,,1.424.455.813,04/06/2025,1.424.455.813,0,0,Biaya Pemeliharaan Perlengkapan Kantor,,0,0,0,0,0,0,1.424.455.813,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,1424455813,0,0,0,0,0,0,  1.424.455.813 ,  1.424.455.813 ,0
1,3440_2025,27 Mei 2025,5SKH/SPP/606/V/2025,OPEX,Laurentius Teddy Prasetiono,13.00/SPP/24/VII/2023,31/07/2023,,13/BA-300.16. UK.03.03/IV/2025,30/04/2025,,"Pembayaran Tahap III (Rampung) Pekerjaan Pengurusan Pengukuran Kadastral dan Pemetaan Tematik atas Bidang Tanah seluas 2.793,1 Ha di Kebun Longkali Kalimantan Timur sesuai Surat Perjanjian No. 13.00/SPP/24/VII/2023 tgl. 31 Juli 2023 dan Addendum No. 5SKH/SPJ/ADD-15/VII/2024 tgl. 24 Juli 2024",171.420.525,KEUANGAN,27/05/2025,28/05/2025,,171.420.525,171.420.525,0,4100274945,5201408310,,0,,,,,,,,,,,,,,,,,171.420.525,28/05/2025,171.420.525,0,0,Pekerjaan Investasi Off Farm Lainnya,,0,0,0,0,0,0,171.420.525,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,171420525,0,0,0,0,0,0,0,  171.420.525 ,  171.420.525 ,0
1,3600_2025,3 Jun 2025,5PTI/SPP/190/VI/2025,OPEX,PT Bina Karya Prima,0146/HO-Palmco/CPO-L/N-IV/I/2025,21/01/2025,,5PPM/CPO/BA/064/III/2025,06/03/2025,,Sesuai Berita Acara & Realisasi Pengapalan No. 5PTI/eX-66/II/2025 Tanggal 21 Maret 2025 dengan ini Kami Sampaikan Tagihan atas Klaim Mutu Penerimaan Penjualan CPO Oleh PT Bina Karya Prima atas Invoice Tetap Perhitungan Rampung sebagai berikut Invoice Tetap No. 0146/HO-PALMCO/CPO-L/N-IV/I/2025 tgl. 19 Mei 2025,16.770.000,KEUANGAN,04/06/2025,05/06/2025,,16.770.000,16.770.000,0,,,0,0,,,,,,,,,,,,,,,,,16.770.000,13/06/2025,16.770.000,0,0,Biaya Pemasaran Lainnya,,0,0,0,0,0,0,16.770.000,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,16770000,0,0,0,0,0,0,  16.770.000 ,  16.770.000 ,0
